"index","station","Date","Present_Tmax","Present_Tmin","lat","lon","DEM","Slope","Solar radiation","Next_Tmax","Next_Tmin"
77,1,2014-07-14,27.6,20,37.6046,126.991,212.335,2.785,5868.59668,29.5,20.7
78,1,2014-07-15,29.2,20.8,37.6046,126.991,212.335,2.785,5855.396973,28.4,20.5
79,1,2014-07-16,28,20.7,37.6046,126.991,212.335,2.785,5841.619141,26.1,20.8
80,1,2014-07-17,25.1,20.9,37.6046,126.991,212.335,2.785,5827.258789,27.8,19.6
81,1,2014-07-18,27.8,19.8,37.6046,126.991,212.335,2.785,5812.293457,28.1,21.6
82,1,2014-07-19,26.7,21.6,37.6046,126.991,212.335,2.785,5796.745117,29.8,21.6
83,1,2014-07-20,29.1,21.6,37.6046,126.991,212.335,2.785,5780.611328,29,21.6
84,1,2014-07-21,27.8,21.7,37.6046,126.991,212.335,2.785,5763.888672,25.4,22
85,1,2014-07-22,24.9,22,37.6046,126.991,212.335,2.785,5746.562988,23.2,18.4
86,1,2014-07-23,22.5,20.2,37.6046,126.991,212.335,2.785,5728.64502,22.5,16.5
87,1,2014-07-24,21.7,16.5,37.6046,126.991,212.335,2.785,5710.657227,31,19.9
88,1,2014-07-25,30.3,20.1,37.6046,126.991,212.335,2.785,5691.504395,24.4,17.9
89,1,2014-07-26,24.1,17.9,37.6046,126.991,212.335,2.785,5671.775879,27.6,18.5
90,1,2014-07-27,26.7,18.5,37.6046,126.991,212.335,2.785,5651.470703,28.6,19.6
91,1,2014-07-28,27.9,19.7,37.6046,126.991,212.335,2.785,5630.507813,27.8,20.1
92,1,2014-07-29,26.6,20.2,37.6046,126.991,212.335,2.785,5608.969238,30.2,21.8
93,1,2014-07-30,29.3,21.9,37.6046,126.991,212.335,2.785,5586.851563,31.1,22.7
94,1,2014-07-31,30.7,23,37.6046,126.991,212.335,2.785,5564.09082,32.3,22.6
95,1,2014-08-01,32.2,22.9,37.6046,126.991,212.335,2.785,5540.737793,32.4,25.7
96,1,2014-08-02,32.2,26,37.6046,126.991,212.335,2.785,5516.807129,26.9,21.6
97,1,2014-08-03,26.9,21.7,37.6046,126.991,212.335,2.785,5492.255371,26.6,22.2
98,1,2014-08-04,25.6,22.2,37.6046,126.991,212.335,2.785,5467.114258,25.9,21.9
99,1,2014-08-05,25.5,21.9,37.6046,126.991,212.335,2.785,5441.393066,23.1,20
100,1,2014-08-06,22.8,20.3,37.6046,126.991,212.335,2.785,5415.057617,24.8,20.2
101,1,2014-08-07,24.4,20.3,37.6046,126.991,212.335,2.785,5388.140137,27.8,19.5
102,1,2014-08-08,26.9,19.6,37.6046,126.991,212.335,2.785,5360.637207,28.1,19.8
103,1,2014-08-09,27.6,19.9,37.6046,126.991,212.335,2.785,5332.533691,25.1,17.1
104,1,2014-08-10,24.4,17.6,37.6046,126.991,212.335,2.785,5304.412598,25.6,16.5
105,1,2014-08-11,25.5,17,37.6046,126.991,212.335,2.785,5275.070313,27.5,19.2
106,1,2014-08-12,27.1,19.3,37.6046,126.991,212.335,2.785,5245.199219,24,19.4
107,1,2014-08-13,23.6,20,37.6046,126.991,212.335,2.785,5214.742188,21.1,18.2
108,1,2014-08-14,20.6,18.2,37.6046,126.991,212.335,2.785,5183.697266,26.2,18.3
109,1,2014-08-15,25.9,18.5,37.6046,126.991,212.335,2.785,5152.121094,28.3,20
110,1,2014-08-16,26.8,20.2,37.6046,126.991,212.335,2.785,5119.919922,23.7,20.3
111,1,2014-08-17,23.6,20.6,37.6046,126.991,212.335,2.785,5087.199707,20.9,17.8
112,1,2014-08-18,20.4,17.9,37.6046,126.991,212.335,2.785,5053.921387,22.2,18
113,1,2014-08-19,21.9,18,37.6046,126.991,212.335,2.785,5020.102051,25.7,19.7
114,1,2014-08-20,24.5,19.9,37.6046,126.991,212.335,2.785,4985.76123,22.1,18.9
115,1,2014-08-21,22,18.9,37.6046,126.991,212.335,2.785,4950.874023,25.4,19.4
116,1,2014-08-22,25.1,19.5,37.6046,126.991,212.335,2.785,4915.481445,26.3,20.5
117,1,2014-08-23,25.8,20.5,37.6046,126.991,212.335,2.785,4879.562012,27.9,19.1
118,1,2014-08-24,26.7,19.5,37.6046,126.991,212.335,2.785,4843.14209,25.5,21.2
119,1,2014-08-25,25.2,21.3,37.6046,126.991,212.335,2.785,4806.717773,27.2,18.8
120,1,2014-08-26,25.7,19,37.6046,126.991,212.335,2.785,4769.281738,25.5,18.6
121,1,2014-08-27,25.1,18.7,37.6046,126.991,212.335,2.785,4731.345215,28.3,17.5
122,1,2014-08-28,26.6,17.7,37.6046,126.991,212.335,2.785,4692.945313,27.9,18.8
123,1,2014-08-29,26.7,19,37.6046,126.991,212.335,2.785,4654.086426,27.4,18.4
124,1,2014-08-30,26.7,18.5,37.6046,126.991,212.335,2.785,4614.76123,25.4,18.3
125,1,2015-06-30,24.6,18.6,37.6046,126.991,212.335,2.785,5992.895996,25.5,17.8
126,1,2015-07-01,24.8,17.9,37.6046,126.991,212.335,2.785,5987.71875,26.5,17.4
127,1,2015-07-02,25.4,17.6,37.6046,126.991,212.335,2.785,5981.979492,25.5,16.4
128,1,2015-07-03,23.8,16.7,37.6046,126.991,212.335,2.785,5975.67627,27.2,15.9
129,1,2015-07-04,26.1,16.1,37.6046,126.991,212.335,2.785,5968.809082,25.9,17.6
130,1,2015-07-05,25.2,17.9,37.6046,126.991,212.335,2.785,5961.377441,29.8,17.7
131,1,2015-07-06,27.8,18.2,37.6046,126.991,212.335,2.785,5953.376953,27,19.2
132,1,2015-07-07,25.6,19.4,37.6046,126.991,212.335,2.785,5944.778809,22.2,16.8
133,1,2015-07-08,21.9,16.9,37.6046,126.991,212.335,2.785,5935.615234,28.6,19.2
134,1,2015-07-09,27.8,19.2,37.6046,126.991,212.335,2.785,5925.883789,30.7,20.6
135,1,2015-07-10,29.6,20.9,37.6046,126.991,212.335,2.785,5915.583496,33,23.5
136,1,2015-07-11,31.4,23.7,37.6046,126.991,212.335,2.785,5904.711426,24.6,21.2
137,1,2015-07-12,24.5,21.3,37.6046,126.991,212.335,2.785,5893.265625,22,18.6
138,1,2015-07-13,22,18.8,37.6046,126.991,212.335,2.785,5881.220703,28.9,19.6
139,1,2015-07-14,28.6,19.6,37.6046,126.991,212.335,2.785,5868.59668,32,20.2
140,1,2015-07-15,31.1,20.2,37.6046,126.991,212.335,2.785,5855.396973,25.4,17.6
141,1,2015-07-16,24.9,18.6,37.6046,126.991,212.335,2.785,5841.619141,25.2,15.6
142,1,2015-07-17,24.9,15.8,37.6046,126.991,212.335,2.785,5827.258789,25.1,19.4
143,1,2015-07-18,24.1,19.5,37.6046,126.991,212.335,2.785,5812.293457,25.7,18.2
144,1,2015-07-19,25.5,18.2,37.6046,126.991,212.335,2.785,5796.745117,27.5,21.9
145,1,2015-07-20,26.8,22.6,37.6046,126.991,212.335,2.785,5780.611328,26.7,21.4
146,1,2015-07-21,26.6,21.6,37.6046,126.991,212.335,2.785,5763.888672,28.5,22.5
147,1,2015-07-22,28.3,22.8,37.6046,126.991,212.335,2.785,5746.562988,27.7,22.5
148,1,2015-07-23,27.1,22.6,37.6046,126.991,212.335,2.785,5728.64502,22.9,19.8
149,1,2015-07-24,22.8,20,37.6046,126.991,212.335,2.785,5710.657227,23.4,21.8
150,1,2015-07-25,23.3,21.9,37.6046,126.991,212.335,2.785,5691.504395,27.5,21.2
151,1,2015-07-26,27,21.3,37.6046,126.991,212.335,2.785,5671.775879,26.1,21.6
152,1,2015-07-27,26,21.7,37.6046,126.991,212.335,2.785,5651.470703,28.9,21.8
153,1,2015-07-28,28.2,21.8,37.6046,126.991,212.335,2.785,5630.507813,26,22.6
154,1,2015-07-29,25.9,22.7,37.6046,126.991,212.335,2.785,5608.969238,30.5,23.2
155,1,2015-07-30,29.8,23.3,37.6046,126.991,212.335,2.785,5586.851563,30,23.6
156,1,2015-07-31,30,23.6,37.6046,126.991,212.335,2.785,5564.09082,29.1,23.2
157,1,2015-08-01,28.4,23.3,37.6046,126.991,212.335,2.785,5540.737793,26.6,21.4
158,1,2015-08-02,26.4,21.9,37.6046,126.991,212.335,2.785,5516.807129,27.7,22.8
159,1,2015-08-03,27.7,23,37.6046,126.991,212.335,2.785,5492.255371,28.4,22.6
160,1,2015-08-04,27.6,22.7,37.6046,126.991,212.335,2.785,5467.114258,30.3,23.1
161,1,2015-08-05,29.2,23.3,37.6046,126.991,212.335,2.785,5441.393066,32.2,23.1
162,1,2015-08-06,31.5,23.1,37.6046,126.991,212.335,2.785,5415.057617,33.1,22.1
163,1,2015-08-07,31.4,23.1,37.6046,126.991,212.335,2.785,5388.140137,30.5,21.5
164,1,2015-08-08,29.3,22,37.6046,126.991,212.335,2.785,5360.637207,28.2,21.3
165,1,2015-08-09,27.3,21.5,37.6046,126.991,212.335,2.785,5332.533691,29.2,21.5
166,1,2015-08-10,28.8,21.7,37.6046,126.991,212.335,2.785,5304.412598,28.6,21.5
167,1,2015-08-11,27.7,21.9,37.6046,126.991,212.335,2.785,5275.070313,30.4,20.1
168,1,2015-08-12,29.3,20.2,37.6046,126.991,212.335,2.785,5245.199219,28.2,21.5
169,1,2015-08-13,27.4,21.8,37.6046,126.991,212.335,2.785,5214.742188,30.2,20.5
170,1,2015-08-14,29.3,20.6,37.6046,126.991,212.335,2.785,5183.697266,28.8,21.3
171,1,2015-08-15,28.6,21.5,37.6046,126.991,212.335,2.785,5152.121094,28.4,18.5
172,1,2015-08-16,26.8,19,37.6046,126.991,212.335,2.785,5119.919922,30.1,18.5
173,1,2015-08-17,29.6,18.8,37.6046,126.991,212.335,2.785,5087.199707,30.2,21.7
174,1,2015-08-18,29.1,21.8,37.6046,126.991,212.335,2.785,5053.921387,26.9,21.9
175,1,2015-08-19,26.5,22,37.6046,126.991,212.335,2.785,5020.102051,25.4,21.5
176,1,2015-08-20,25.2,21.6,37.6046,126.991,212.335,2.785,4985.76123,26.1,20.4
177,1,2015-08-21,25.7,20.6,37.6046,126.991,212.335,2.785,4950.874023,27.5,20.7
178,1,2015-08-22,26.3,20.8,37.6046,126.991,212.335,2.785,4915.481445,28.3,19.1
179,1,2015-08-23,27.2,19.4,37.6046,126.991,212.335,2.785,4879.562012,27.5,21.7
180,1,2015-08-24,26.6,21.9,37.6046,126.991,212.335,2.785,4843.14209,22.3,17.4
181,1,2015-08-25,22.2,17.5,37.6046,126.991,212.335,2.785,4806.717773,22.3,17.6
182,1,2015-08-26,21.4,17.6,37.6046,126.991,212.335,2.785,4769.281738,26.5,18.3
183,1,2015-08-27,26.3,18.4,37.6046,126.991,212.335,2.785,4731.345215,25.8,17.5
184,1,2015-08-28,24.3,18.4,37.6046,126.991,212.335,2.785,4692.945313,26.8,17.7
185,1,2015-08-29,25.4,17.8,37.6046,126.991,212.335,2.785,4654.086426,28.3,19
186,1,2015-08-30,27.5,19.5,37.6046,126.991,212.335,2.785,4614.76123,28.3,19.5
187,1,2016-06-30,23.8,20.5,37.6046,126.991,212.335,2.785,5987.71875,24.2,20.1
188,1,2016-07-01,23.8,20.9,37.6046,126.991,212.335,2.785,5981.979492,25.4,19.4
189,1,2016-07-02,24.5,19.5,37.6046,126.991,212.335,2.785,5975.67627,24.3,18.8
190,1,2016-07-03,23.3,18.8,37.6046,126.991,212.335,2.785,5968.809082,22,18.5
191,1,2016-07-04,21.6,19.1,37.6046,126.991,212.335,2.785,5961.377441,23.2,18.6
192,1,2016-07-05,23.1,18.6,37.6046,126.991,212.335,2.785,5953.376953,24.7,18
193,1,2016-07-06,24.4,18.2,37.6046,126.991,212.335,2.785,5944.778809,26.5,17.6
194,1,2016-07-07,25.5,17.9,37.6046,126.991,212.335,2.785,5935.615234,30.1,19.9
195,1,2016-07-08,29.9,20.5,37.6046,126.991,212.335,2.785,5925.883789,30.6,22.4
196,1,2016-07-09,30.1,22.7,37.6046,126.991,212.335,2.785,5915.583496,31.1,21.1
197,1,2016-07-10,29.6,21.4,37.6046,126.991,212.335,2.785,5904.711426,31.1,22.6
198,1,2016-07-11,30.4,23.2,37.6046,126.991,212.335,2.785,5893.265625,28.2,20.5
199,1,2016-07-12,28,20.8,37.6046,126.991,212.335,2.785,5881.220703,27,20.2
200,1,2016-07-13,26.5,20.6,37.6046,126.991,212.335,2.785,5868.59668,28.9,20.8
201,1,2016-07-14,28.6,21.1,37.6046,126.991,212.335,2.785,5855.396973,25.9,20.7
202,1,2016-07-15,25.5,21.5,37.6046,126.991,212.335,2.785,5841.619141,20.7,17.8
203,1,2016-07-16,20.7,17.8,37.6046,126.991,212.335,2.785,5827.258789,20.7,18.5
204,1,2016-07-17,20.6,18.5,37.6046,126.991,212.335,2.785,5812.293457,25.7,18.2
205,1,2016-07-18,24.7,18.3,37.6046,126.991,212.335,2.785,5796.745117,29.4,19.6
206,1,2016-07-19,28.5,19.9,37.6046,126.991,212.335,2.785,5780.611328,30.5,21.6
207,1,2016-07-20,30,21.7,37.6046,126.991,212.335,2.785,5763.888672,29.2,21.9
208,1,2016-07-21,28.6,22,37.6046,126.991,212.335,2.785,5746.562988,30.4,22.5
209,1,2016-07-22,30.1,22.6,37.6046,126.991,212.335,2.785,5728.64502,29,24
210,1,2016-07-23,28.9,24.1,37.6046,126.991,212.335,2.785,5710.657227,26.7,23.5
211,1,2016-07-24,26.2,23.8,37.6046,126.991,212.335,2.785,5691.504395,29.3,23.8
212,1,2016-07-25,28.3,23.9,37.6046,126.991,212.335,2.785,5671.775879,29.3,23
213,1,2016-07-26,28.5,23,37.6046,126.991,212.335,2.785,5651.470703,26.5,23.9
214,1,2016-07-27,26,24,37.6046,126.991,212.335,2.785,5630.507813,28,23.1
215,1,2016-07-28,27.4,23.5,37.6046,126.991,212.335,2.785,5608.969238,25.7,21.3
216,1,2016-07-29,25.4,21.3,37.6046,126.991,212.335,2.785,5586.851563,30.2,24.2
217,1,2016-07-30,29.7,24.2,37.6046,126.991,212.335,2.785,5564.09082,30.3,23.8
218,1,2016-07-31,29.9,24,37.6046,126.991,212.335,2.785,5540.737793,29.9,23.3
219,1,2016-08-01,29.6,23.3,37.6046,126.991,212.335,2.785,5516.807129,28.9,22.2
220,1,2016-08-02,28.2,22.4,37.6046,126.991,212.335,2.785,5492.255371,30.6,22
221,1,2016-08-03,29.9,22.2,37.6046,126.991,212.335,2.785,5467.114258,32.5,23.6
222,1,2016-08-04,31.9,24,37.6046,126.991,212.335,2.785,5441.393066,32.9,23.9
223,1,2016-08-05,32.4,24.2,37.6046,126.991,212.335,2.785,5415.057617,32.2,24.3
224,1,2016-08-06,31.6,24.5,37.6046,126.991,212.335,2.785,5388.140137,32.2,24
225,1,2016-08-07,32,24.1,37.6046,126.991,212.335,2.785,5360.637207,31.6,23.9
226,1,2016-08-08,31.4,24.1,37.6046,126.991,212.335,2.785,5332.533691,30.3,23.8
227,1,2016-08-09,30.1,23.8,37.6046,126.991,212.335,2.785,5304.412598,32.7,23.4
228,1,2016-08-10,32.1,23.7,37.6046,126.991,212.335,2.785,5275.070313,33.3,24.6
229,1,2016-08-11,32.9,25,37.6046,126.991,212.335,2.785,5245.199219,33,24.6
230,1,2016-08-12,32.3,24.8,37.6046,126.991,212.335,2.785,5214.742188,32.5,24
231,1,2016-08-13,31.6,24,37.6046,126.991,212.335,2.785,5183.697266,28.2,23.8
232,1,2016-08-14,27.5,24.7,37.6046,126.991,212.335,2.785,5152.121094,31,23.6
233,1,2016-08-15,30.1,23.8,37.6046,126.991,212.335,2.785,5119.919922,31.5,22.7
234,1,2016-08-16,30.4,23.5,37.6046,126.991,212.335,2.785,5087.199707,31.5,22.9
235,1,2016-08-17,30.6,23,37.6046,126.991,212.335,2.785,5053.921387,30.9,23.6
236,1,2016-08-18,29.6,23.9,37.6046,126.991,212.335,2.785,5020.102051,30.1,21.9
237,1,2016-08-19,29.5,24.1,37.6046,126.991,212.335,2.785,4985.76123,31.3,24.3
238,1,2016-08-20,30.4,24.4,37.6046,126.991,212.335,2.785,4950.874023,32.2,23.4
239,1,2016-08-21,31.6,24,37.6046,126.991,212.335,2.785,4915.481445,32.2,23.1
240,1,2016-08-22,31.8,23.2,37.6046,126.991,212.335,2.785,4879.562012,30.5,23.2
241,1,2016-08-23,29.3,23.3,37.6046,126.991,212.335,2.785,4843.14209,29.3,23.9
242,1,2016-08-24,28.7,24.1,37.6046,126.991,212.335,2.785,4806.717773,29.4,21.3
243,1,2016-08-25,28.9,22.1,37.6046,126.991,212.335,2.785,4769.281738,24.5,17.5
244,1,2016-08-26,24.1,17.5,37.6046,126.991,212.335,2.785,4731.345215,25.4,15.9
245,1,2016-08-27,24.9,16.2,37.6046,126.991,212.335,2.785,4692.945313,20.8,15.5
246,1,2016-08-28,20.1,15.6,37.6046,126.991,212.335,2.785,4654.086426,23.7,16.4
247,1,2016-08-29,23.4,16.6,37.6046,126.991,212.335,2.785,4614.76123,23.3,14.9
248,1,2016-08-30,21.8,15.2,37.6046,126.991,212.335,2.785,4575.028809,17.4,14.4
249,1,2017-06-30,27.9,19.9,37.6046,126.991,212.335,2.785,5992.895996,29.2,19.6
250,1,2017-07-01,29.2,19.8,37.6046,126.991,212.335,2.785,5987.71875,24.1,20.4
251,1,2017-07-02,23.8,20.6,37.6046,126.991,212.335,2.785,5981.979492,25.5,20.5
252,1,2017-07-03,25,20.5,37.6046,126.991,212.335,2.785,5975.67627,29.9,20.6
253,1,2017-07-04,28.6,21.8,37.6046,126.991,212.335,2.785,5968.809082,30,20.5
254,1,2017-07-05,29.2,20.7,37.6046,126.991,212.335,2.785,5961.377441,31.2,21.5
255,1,2017-07-06,30.5,21.7,37.6046,126.991,212.335,2.785,5953.376953,25.2,22.1
256,1,2017-07-07,24.9,22.3,37.6046,126.991,212.335,2.785,5944.778809,25.2,22.6
257,1,2017-07-08,25,22.6,37.6046,126.991,212.335,2.785,5935.615234,27.6,21.7
258,1,2017-07-09,27.2,22.8,37.6046,126.991,212.335,2.785,5925.883789,23.5,20.7
259,1,2017-07-10,23.5,21.6,37.6046,126.991,212.335,2.785,5915.583496,29.1,20.3
260,1,2017-07-11,28,20.5,37.6046,126.991,212.335,2.785,5904.711426,29.2,22.4
261,1,2017-07-12,28.6,22.6,37.6046,126.991,212.335,2.785,5893.265625,29.2,21.7
262,1,2017-07-13,28.6,21.7,37.6046,126.991,212.335,2.785,5881.220703,30.7,23.7
263,1,2017-07-14,30.1,23.7,37.6046,126.991,212.335,2.785,5868.59668,25.2,21.2
264,1,2017-07-15,24.5,21.4,37.6046,126.991,212.335,2.785,5855.396973,26.7,21.4
265,1,2017-07-16,26,21.5,37.6046,126.991,212.335,2.785,5841.619141,26.7,21.9
266,1,2017-07-17,26.6,23.1,37.6046,126.991,212.335,2.785,5827.258789,28,21.8
267,1,2017-07-18,27.1,21.8,37.6046,126.991,212.335,2.785,5812.293457,31,21.8
268,1,2017-07-19,30.3,21.9,37.6046,126.991,212.335,2.785,5796.745117,31.9,23.2
269,1,2017-07-20,31,23.5,37.6046,126.991,212.335,2.785,5780.611328,29.7,24.6
270,1,2017-07-21,29.2,24.7,37.6046,126.991,212.335,2.785,5763.888672,29.7,24.7
271,1,2017-07-22,28.8,24.9,37.6046,126.991,212.335,2.785,5746.562988,25.8,23.5
272,1,2017-07-23,25.6,24,37.6046,126.991,212.335,2.785,5728.64502,24.9,22.5
273,1,2017-07-24,24.7,22.7,37.6046,126.991,212.335,2.785,5710.657227,31.5,22.5
274,1,2017-07-25,31.2,22.5,37.6046,126.991,212.335,2.785,5691.504395,30.5,21.7
275,1,2017-07-26,29.8,21.8,37.6046,126.991,212.335,2.785,5671.775879,26.2,21.9
276,1,2017-07-27,25.7,22.1,37.6046,126.991,212.335,2.785,5651.470703,24.1,22
277,1,2017-07-28,23.9,22.3,37.6046,126.991,212.335,2.785,5630.507813,27.2,22.6
278,1,2017-07-29,26.7,22.7,37.6046,126.991,212.335,2.785,5608.969238,29.5,22.1
279,1,2017-07-30,28.5,22.2,37.6046,126.991,212.335,2.785,5586.851563,25.2,22.2
280,1,2017-07-31,25.3,22.4,37.6046,126.991,212.335,2.785,5564.09082,30,21.7
